Chat ID,Chat Start Time,Chat Start Day,Chat End Time,Chat Length,Messages to Bot,Bot Responses (Low Confidence),Bot Responses (No Confidence)
22797108,"October 20, 2023 12:42 PM",5,"October 20, 2023 1:08 PM",1599,2,,1
22796876,"October 20, 2023 12:34 PM",5,"October 20, 2023 12:39 PM",295,1,,1
22796838,"October 20, 2023 12:36 PM",5,"October 20, 2023 12:36 PM",,,,
22796451,"October 20, 2023 12:20 PM",5,"October 20, 2023 12:43 PM",1336,2,,
22796286,"October 20, 2023 12:16 PM",5,"October 20, 2023 12:16 PM",,,,
22796218,"October 20, 2023 12:13 PM",5,"October 20, 2023 12:13 PM",,,,
22796206,"October 20, 2023 12:13 PM",5,"October 20, 2023 12:13 PM",,,,
22796094,"October 20, 2023 12:09 PM",5,"October 20, 2023 12:20 PM",676,4,,1
22795821,"October 20, 2023 12:01 PM",5,"October 20, 2023 12:12 PM",696,1,,1
22795706,"October 20, 2023 11:57 AM",5,"October 20, 2023 12:21 PM",1451,1,,
22795372,"October 20, 2023 11:47 AM",5,"October 20, 2023 11:47 AM",,,,
22795032,"October 20, 2023 11:36 AM",5,"October 20, 2023 11:56 AM",1199,1,,1
22794835,"October 20, 2023 11:29 AM",5,"October 20, 2023 11:59 AM",1760,2,,
22794735,"October 20, 2023 11:26 AM",5,"October 20, 2023 11:37 AM",661,1,,1
22794461,"October 20, 2023 11:18 AM",5,"October 20, 2023 11:18 AM",,,,
22794160,"October 20, 2023 11:09 AM",5,"October 20, 2023 11:09 AM",,,,
22794137,"October 20, 2023 11:08 AM",5,"October 20, 2023 11:08 AM",,,,
22793815,"October 20, 2023 11:07 AM",5,"October 20, 2023 11:07 AM",,,,
22793630,"October 24, 2023 3:33 PM",2,"October 24, 2023 3:33 PM",,,,
22793609,"October 20, 2023 10:52 AM",5,"October 20, 2023 11:19 AM",1634,7,,2
22793533,"October 20, 2023 10:49 AM",5,"October 20, 2023 10:50 AM",63,1,,1
22792989,"October 20, 2023 10:29 AM",5,"October 20, 2023 10:30 AM",50,1,,
22792988,"October 20, 2023 10:29 AM",5,"October 20, 2023 10:29 AM",,,,
22792968,"October 20, 2023 10:29 AM",5,"October 20, 2023 10:29 AM",,,,
22792864,"October 20, 2023 10:25 AM",5,"October 20, 2023 10:25 AM",,,,
22792748,"October 20, 2023 10:21 AM",5,"October 20, 2023 10:21 AM",,,,
22792724,"October 20, 2023 10:19 AM",5,"October 20, 2023 10:19 AM",,,,
22790835,"October 20, 2023 9:03 AM",5,"October 20, 2023 9:12 AM",538,1,,
22790547,"October 20, 2023 8:47 AM",5,"October 20, 2023 8:47 AM",,,,
22789992,"October 20, 2023 8:15 AM",5,"October 20, 2023 8:39 AM",1407,1,,
22788900,"October 20, 2023 6:40 AM",5,"October 20, 2023 6:41 AM",43,1,,
22780663,"October 19, 2023 8:05 PM",4,"October 19, 2023 8:06 PM",30,1,,
22779990,"October 19, 2023 7:33 PM",4,"October 19, 2023 7:33 PM",,,,
22779978,"October 19, 2023 7:32 PM",4,"October 19, 2023 7:32 PM",,,,
22779926,"October 19, 2023 7:30 PM",4,"October 19, 2023 7:30 PM",,,,
22779640,"October 19, 2023 7:18 PM",4,"October 19, 2023 7:18 PM",17,1,,
22779609,"October 19, 2023 7:16 PM",4,"October 19, 2023 7:17 PM",32,,,
22779460,"October 19, 2023 7:10 PM",4,"October 19, 2023 7:14 PM",276,1,,1
22779427,"October 19, 2023 7:08 PM",4,"October 19, 2023 7:08 PM",,,,
22779425,"October 19, 2023 7:08 PM",4,"October 19, 2023 7:08 PM",,,,
22779198,"October 19, 2023 6:58 PM",4,"October 19, 2023 6:59 PM",39,,,
22778104,"October 19, 2023 6:08 PM",4,"October 19, 2023 6:09 PM",63,,,
22777189,"October 19, 2023 5:30 PM",4,"October 19, 2023 5:33 PM",140,2,1,
22776867,"October 19, 2023 5:18 PM",4,"October 19, 2023 5:24 PM",372,1,,
22776836,"October 19, 2023 5:17 PM",4,"October 19, 2023 5:17 PM",,,,
22776005,"October 19, 2023 4:47 PM",4,"October 19, 2023 5:02 PM",915,1,,1
22775253,"October 19, 2023 4:20 PM",4,"October 19, 2023 4:55 PM",2123,,,
22774172,"October 19, 2023 3:45 PM",4,"October 20, 2023 2:34 PM",82135,2,,
22773919,"October 19, 2023 3:37 PM",4,"October 19, 2023 3:41 PM",242,1,,
22773603,"October 19, 2023 3:29 PM",4,"October 19, 2023 3:29 PM",,,,
22773095,"October 19, 2023 3:12 PM",4,"October 19, 2023 3:24 PM",732,1,,
22773045,"October 19, 2023 3:10 PM",4,"October 19, 2023 3:31 PM",1216,1,,
22772858,"October 19, 2023 3:05 PM",4,"October 19, 2023 3:11 PM",356,,,
22772775,"October 19, 2023 3:03 PM",4,"October 19, 2023 3:21 PM",1049,1,,
22771142,"October 19, 2023 2:18 PM",4,"October 19, 2023 2:18 PM",,,,
22771116,"October 19, 2023 2:17 PM",4,"October 19, 2023 2:31 PM",830,1,,1
22770916,"October 19, 2023 2:12 PM",4,"October 19, 2023 2:13 PM",24,,,
22770878,"October 19, 2023 2:11 PM",4,"October 19, 2023 2:36 PM",1494,1,,1
22769891,"October 19, 2023 1:45 PM",4,"October 19, 2023 2:00 PM",908,,,
22769711,"October 19, 2023 1:39 PM",4,"October 19, 2023 1:41 PM",96,1,,1
22769670,"October 19, 2023 1:38 PM",4,"October 19, 2023 1:38 PM",,,,
22769647,"October 19, 2023 1:37 PM",4,"October 19, 2023 1:52 PM",906,1,,1
22768805,"October 19, 2023 1:12 PM",4,"October 19, 2023 2:00 PM",2870,1,,1
22768744,"October 19, 2023 1:11 PM",4,"October 19, 2023 1:40 PM",1769,2,,1
22768695,"October 19, 2023 1:10 PM",4,"October 19, 2023 1:10 PM",23,,,
22767976,"October 19, 2023 12:50 PM",4,"October 19, 2023 12:50 PM",,,,
22767233,"October 19, 2023 12:30 PM",4,"October 19, 2023 12:39 PM",562,4,1,
22766395,"October 19, 2023 12:06 PM",4,"October 19, 2023 12:06 PM",,,,
22765983,"October 19, 2023 11:56 AM",4,"October 19, 2023 12:02 PM",361,3,1,
22765569,"October 19, 2023 11:44 AM",4,"October 19, 2023 11:45 AM",48,2,,
22765028,"October 19, 2023 11:30 AM",4,"October 19, 2023 11:31 AM",83,2,,1
22764720,"October 19, 2023 11:22 AM",4,"October 19, 2023 11:32 AM",601,3,,
22764647,"October 19, 2023 11:20 AM",4,"October 19, 2023 11:22 AM",106,1,,
22763823,"October 19, 2023 10:57 AM",4,"October 19, 2023 10:58 AM",40,1,1,
22763268,"October 19, 2023 10:41 AM",4,"October 19, 2023 10:43 AM",89,1,,
22763211,"October 19, 2023 10:39 AM",4,"October 19, 2023 10:40 AM",8,1,,
22763146,"October 19, 2023 10:38 AM",4,"October 19, 2023 10:38 AM",34,1,,
22762839,"October 19, 2023 10:28 AM",4,"October 19, 2023 10:42 AM",864,1,,1
22762731,"October 19, 2023 10:24 AM",4,"October 19, 2023 10:28 AM",214,6,,
22762320,"October 19, 2023 10:11 AM",4,"October 19, 2023 10:11 AM",25,,,
22761959,"October 19, 2023 10:00 AM",4,"October 19, 2023 10:00 AM",11,1,,
22761916,"October 19, 2023 9:58 AM",4,"October 19, 2023 9:58 AM",,,,
22761735,"October 19, 2023 9:52 AM",4,"October 19, 2023 9:52 AM",,,,
22760765,"October 19, 2023 9:14 AM",4,"October 19, 2023 9:14 AM",,,,
22760734,"October 19, 2023 9:13 AM",4,"October 19, 2023 9:14 AM",77,2,,
22760568,"October 19, 2023 9:07 AM",4,"October 19, 2023 9:07 AM",,,,
22760513,"October 19, 2023 9:04 AM",4,"October 19, 2023 9:05 AM",33,,,
22760408,"October 19, 2023 9:00 AM",4,"October 19, 2023 9:25 AM",1496,2,,
22760279,"October 19, 2023 8:55 AM",4,"October 19, 2023 10:11 AM",4558,7,,
22759872,"October 19, 2023 8:35 AM",4,"October 19, 2023 8:36 AM",58,,,
22759410,"October 19, 2023 8:07 AM",4,"October 19, 2023 8:07 AM",,,,
22759238,"October 19, 2023 7:54 AM",4,"October 19, 2023 7:59 AM",313,1,,
22758876,"October 19, 2023 7:28 AM",4,"October 19, 2023 7:29 AM",37,1,,
22758811,"October 19, 2023 7:23 AM",4,"October 19, 2023 7:23 AM",,,,
22754415,"October 19, 2023 12:29 AM",3,"October 19, 2023 12:29 AM",,,,
22753595,"October 18, 2023 11:32 PM",3,"October 18, 2023 11:33 PM",64,1,,1
22751870,"October 18, 2023 9:54 PM",3,"October 18, 2023 9:55 PM",39,1,,
22751861,"October 18, 2023 9:53 PM",3,"October 18, 2023 9:53 PM",,,,
22750876,"October 18, 2023 9:07 PM",3,"October 18, 2023 9:07 PM",,,,
22750656,"October 18, 2023 8:57 PM",3,"October 18, 2023 8:57 PM",,,,
22750601,"October 18, 2023 8:55 PM",3,"October 18, 2023 8:55 PM",10,,,
22750529,"October 18, 2023 8:51 PM",3,"October 18, 2023 8:51 PM",35,,,
22749924,"October 18, 2023 8:24 PM",3,"October 18, 2023 8:25 PM",64,1,,1
22749190,"October 18, 2023 7:49 PM",3,"October 18, 2023 7:49 PM",29,,,
22748388,"October 18, 2023 7:15 PM",3,"October 18, 2023 7:15 PM",,,,
22747310,"October 18, 2023 6:27 PM",3,"October 18, 2023 6:27 PM",,,,
22747156,"October 18, 2023 6:20 PM",3,"October 18, 2023 6:20 PM",,,,
22746368,"October 18, 2023 5:48 PM",3,"October 18, 2023 5:48 PM",,,,
22746035,"October 18, 2023 5:35 PM",3,"October 18, 2023 5:35 PM",,,,
22745321,"October 18, 2023 5:10 PM",3,"October 18, 2023 5:10 PM",,,,
22744318,"October 18, 2023 4:39 PM",3,"October 18, 2023 4:40 PM",75,,,
22743855,"October 18, 2023 4:22 PM",3,"October 18, 2023 4:26 PM",211,4,,
22743315,"October 18, 2023 4:06 PM",3,"October 18, 2023 4:06 PM",17,1,,
22742009,"October 18, 2023 3:27 PM",3,"October 18, 2023 3:27 PM",,,,
22741894,"October 18, 2023 3:24 PM",3,"October 18, 2023 4:10 PM",2767,2,,
22741698,"October 18, 2023 3:18 PM",3,"October 18, 2023 3:34 PM",947,3,1,1
22741679,"October 18, 2023 3:18 PM",3,"October 18, 2023 3:32 PM",843,,,
22741636,"October 18, 2023 3:17 PM",3,"October 18, 2023 3:18 PM",77,1,,
22741503,"October 18, 2023 3:18 PM",3,"October 18, 2023 3:18 PM",,,,
22741494,"October 18, 2023 3:13 PM",3,"October 18, 2023 3:18 PM",337,1,,1
22741310,"October 18, 2023 3:07 PM",3,"October 18, 2023 3:08 PM",37,2,,
22741248,"October 18, 2023 3:06 PM",3,"October 18, 2023 3:07 PM",72,2,,1
22740923,"October 18, 2023 2:57 PM",3,"October 18, 2023 2:57 PM",,,,
22740911,"October 18, 2023 2:57 PM",3,"October 18, 2023 3:00 PM",181,,,
22740693,"October 18, 2023 2:50 PM",3,"October 18, 2023 2:50 PM",,,,
22739886,"October 18, 2023 2:28 PM",3,"October 18, 2023 2:43 PM",872,1,,
22739760,"October 18, 2023 2:25 PM",3,"October 18, 2023 2:47 PM",1273,1,,
22739655,"October 18, 2023 2:23 PM",3,"October 18, 2023 2:28 PM",304,1,,
22739623,"October 18, 2023 2:22 PM",3,"October 18, 2023 2:22 PM",32,1,,
22739574,"October 18, 2023 2:20 PM",3,"October 18, 2023 2:20 PM",,,,
22739518,"October 18, 2023 2:19 PM",3,"October 18, 2023 2:19 PM",,,,
22739390,"October 18, 2023 2:16 PM",3,"October 18, 2023 2:16 PM",,,,
22739056,"October 18, 2023 2:09 PM",3,"October 18, 2023 2:09 PM",34,,,
22738933,"October 18, 2023 2:05 PM",3,"October 18, 2023 2:32 PM",1623,1,,
22738582,"October 18, 2023 1:56 PM",3,"October 18, 2023 2:52 PM",3399,1,,
22738375,"October 18, 2023 1:49 PM",3,"October 18, 2023 1:50 PM",35,,,
22737253,"October 18, 2023 1:20 PM",3,"October 18, 2023 1:50 PM",1811,2,,
22736892,"October 18, 2023 1:11 PM",3,"October 18, 2023 1:14 PM",165,1,,
22736676,"October 18, 2023 1:06 PM",3,"October 18, 2023 1:06 PM",,,,
22736467,"October 18, 2023 1:01 PM",3,"October 18, 2023 1:01 PM",,,,
22736058,"October 18, 2023 12:51 PM",3,"October 18, 2023 1:01 PM",600,2,,1
22735632,"October 18, 2023 12:40 PM",3,"October 18, 2023 12:41 PM",61,1,,
22734938,"October 18, 2023 12:23 PM",3,"October 18, 2023 12:23 PM",32,1,,
22734567,"October 18, 2023 12:13 PM",3,"October 18, 2023 12:13 PM",,,,
22733377,"October 18, 2023 11:42 AM",3,"October 18, 2023 11:44 AM",141,2,,
22733166,"October 18, 2023 11:37 AM",3,"October 18, 2023 11:37 AM",,,,
22733038,"October 18, 2023 11:34 AM",3,"October 18, 2023 11:34 AM",11,,,
22732915,"October 18, 2023 11:30 AM",3,"October 18, 2023 11:48 AM",1053,1,,1
22732605,"October 18, 2023 11:22 AM",3,"October 18, 2023 11:34 AM",695,1,,1
22732329,"October 18, 2023 11:14 AM",3,"October 18, 2023 11:16 AM",115,1,1,
22731392,"October 18, 2023 10:50 AM",3,"October 18, 2023 10:52 AM",125,3,,
22731297,"October 18, 2023 10:47 AM",3,"October 18, 2023 10:48 AM",70,1,,
22731174,"October 18, 2023 10:43 AM",3,"October 18, 2023 10:46 AM",191,1,,
22730726,"October 18, 2023 10:30 AM",3,"October 18, 2023 11:09 AM",2356,3,,
22730078,"October 18, 2023 10:10 AM",3,"October 18, 2023 10:10 AM",28,,,
22730016,"October 18, 2023 10:08 AM",3,"October 18, 2023 10:43 AM",2144,2,,1
22729929,"October 18, 2023 10:05 AM",3,"October 18, 2023 10:12 AM",377,1,,
22729608,"October 18, 2023 9:54 AM",3,"October 18, 2023 9:54 AM",,,,
22729193,"October 18, 2023 9:39 AM",3,"October 18, 2023 9:39 AM",,,,
22728651,"October 18, 2023 9:20 AM",3,"October 18, 2023 9:20 AM",,,,
22728042,"October 18, 2023 8:53 AM",3,"October 18, 2023 8:53 AM",,,,
22727905,"October 18, 2023 8:47 AM",3,"October 18, 2023 8:51 AM",254,1,,1
22727745,"October 18, 2023 8:39 AM",3,"October 18, 2023 8:40 AM",78,1,,
22727723,"October 18, 2023 8:38 AM",3,"October 18, 2023 9:06 AM",1721,1,,1
22727700,"October 18, 2023 8:37 AM",3,"October 18, 2023 8:37 AM",,,,
22727697,"October 18, 2023 8:36 AM",3,"October 18, 2023 8:36 AM",,,,
22727544,"October 18, 2023 8:28 AM",3,"October 18, 2023 8:28 AM",,,,
22727111,"October 18, 2023 8:03 AM",3,"October 18, 2023 8:05 AM",101,3,1,
22727027,"October 18, 2023 7:58 AM",3,"October 18, 2023 7:58 AM",,,,
22725493,"October 18, 2023 5:40 AM",3,"October 18, 2023 5:40 AM",,,,
22720840,"October 17, 2023 10:55 PM",2,"October 17, 2023 10:57 PM",115,2,,
22719507,"October 17, 2023 9:45 PM",2,"October 17, 2023 9:45 PM",,,,
22718936,"October 17, 2023 9:18 PM",2,"October 17, 2023 9:18 PM",,,,
22718864,"October 17, 2023 9:14 PM",2,"October 17, 2023 9:14 PM",17,,,
22717951,"October 17, 2023 8:31 PM",2,"October 17, 2023 8:31 PM",,,,
22717098,"October 17, 2023 7:53 PM",2,"October 19, 2023 4:34 PM",160843,,,
22717090,"October 17, 2023 7:53 PM",2,"October 17, 2023 7:53 PM",,,,
22716682,"October 17, 2023 7:35 PM",2,"October 17, 2023 7:35 PM",,,,
22716635,"October 17, 2023 7:33 PM",2,"October 17, 2023 7:33 PM",,,,
22715149,"October 17, 2023 6:29 PM",2,"October 17, 2023 6:31 PM",144,2,,
22715115,"October 17, 2023 6:27 PM",2,"October 17, 2023 6:27 PM",,,,
22714953,"October 17, 2023 6:21 PM",2,"October 17, 2023 6:22 PM",20,1,,
22714790,"October 17, 2023 6:14 PM",2,"October 17, 2023 6:17 PM",154,1,,
22714672,"October 17, 2023 6:09 PM",2,"October 17, 2023 6:27 PM",1073,,,
22714583,"October 17, 2023 6:06 PM",2,"October 17, 2023 6:06 PM",,,,
22714436,"October 17, 2023 6:00 PM",2,"October 17, 2023 6:01 PM",103,,,
22714420,"October 17, 2023 5:59 PM",2,"October 17, 2023 5:59 PM",,,,
22714390,"October 17, 2023 5:58 PM",2,"October 17, 2023 5:58 PM",,,,
22714129,"October 17, 2023 5:48 PM",2,"October 17, 2023 5:48 PM",,,,
22714122,"October 17, 2023 5:48 PM",2,"October 17, 2023 5:48 PM",,,,
22712831,"October 17, 2023 5:04 PM",2,"October 17, 2023 5:04 PM",,,,
22712565,"October 17, 2023 4:55 PM",2,"October 17, 2023 4:55 PM",,,,
22712329,"October 17, 2023 4:47 PM",2,"October 17, 2023 4:47 PM",,,,
22711706,"October 17, 2023 4:29 PM",2,"October 17, 2023 4:29 PM",,,,
22711480,"October 17, 2023 4:21 PM",2,"October 17, 2023 4:30 PM",531,1,,
22711116,"October 17, 2023 4:10 PM",2,"October 17, 2023 4:28 PM",1110,2,,1
22710952,"October 17, 2023 4:05 PM",2,"October 17, 2023 4:05 PM",,,,
22710799,"October 17, 2023 4:01 PM",2,"October 17, 2023 4:01 PM",,,,
22710008,"October 17, 2023 3:39 PM",2,"October 17, 2023 3:56 PM",989,2,,1
22709996,"October 17, 2023 3:39 PM",2,"October 17, 2023 3:39 PM",,,,
22709336,"October 17, 2023 3:29 PM",2,"October 17, 2023 3:29 PM",,,,
22708911,"October 17, 2023 3:09 PM",2,"October 17, 2023 3:10 PM",10,,,
22708858,"October 17, 2023 3:08 PM",2,"October 17, 2023 3:09 PM",24,,,
22708721,"October 17, 2023 3:05 PM",2,"October 17, 2023 4:05 PM",3626,1,,1
22708250,"October 17, 2023 2:52 PM",2,"October 17, 2023 2:58 PM",365,1,,
22707948,"October 17, 2023 2:44 PM",2,"October 17, 2023 2:44 PM",,,,
22707601,"October 17, 2023 2:35 PM",2,"October 17, 2023 2:36 PM",66,1,,
22707092,"October 17, 2023 2:23 PM",2,"October 17, 2023 2:23 PM",,,,
22707046,"October 17, 2023 2:21 PM",2,"October 17, 2023 2:35 PM",816,1,,
22706959,"October 17, 2023 2:19 PM",2,"October 17, 2023 4:10 PM",6627,1,,
22706722,"October 17, 2023 2:13 PM",2,"October 17, 2023 2:13 PM",,,,
22706176,"October 17, 2023 1:58 PM",2,"October 17, 2023 1:58 PM",,,,
22705499,"October 17, 2023 1:41 PM",2,"October 17, 2023 1:42 PM",23,1,,
22705193,"October 17, 2023 1:34 PM",2,"October 17, 2023 1:49 PM",864,,,
22704366,"October 17, 2023 1:14 PM",2,"October 17, 2023 1:14 PM",30,1,,
22703872,"October 17, 2023 1:03 PM",2,"October 17, 2023 1:06 PM",163,4,1,
22703626,"October 17, 2023 12:56 PM",2,"October 17, 2023 2:40 PM",6224,1,,
22703567,"October 17, 2023 12:54 PM",2,"October 17, 2023 12:54 PM",,,,
22703084,"October 17, 2023 12:42 PM",2,"October 17, 2023 12:42 PM",,,,
22702637,"October 17, 2023 12:31 PM",2,"October 17, 2023 12:31 PM",,,,
22702592,"October 17, 2023 12:30 PM",2,"October 17, 2023 12:30 PM",,,,
22702551,"October 17, 2023 12:29 PM",2,"October 17, 2023 12:36 PM",454,1,,1
22701346,"October 17, 2023 12:00 PM",2,"October 17, 2023 12:02 PM",107,1,,
22701329,"October 17, 2023 12:00 PM",2,"October 17, 2023 12:25 PM",1522,1,,1
22700987,"October 17, 2023 11:52 AM",2,"October 17, 2023 12:16 PM",1489,1,1,
22700782,"October 17, 2023 11:46 AM",2,"October 17, 2023 12:08 PM",1323,1,,
22700402,"October 17, 2023 11:37 AM",2,"October 17, 2023 11:37 AM",,,,
22700247,"October 17, 2023 11:34 AM",2,"October 17, 2023 12:27 PM",3226,1,,
22700179,"October 17, 2023 11:32 AM",2,"October 17, 2023 11:41 AM",515,2,1,1
22700019,"October 17, 2023 11:29 AM",2,"October 17, 2023 11:29 AM",,,,
22700010,"October 17, 2023 11:28 AM",2,"October 17, 2023 11:28 AM",,,,
22699761,"October 17, 2023 11:22 AM",2,"October 17, 2023 11:22 AM",14,,,
22699709,"October 17, 2023 11:21 AM",2,"October 17, 2023 11:28 AM",443,1,,
22699288,"October 17, 2023 11:10 AM",2,"October 17, 2023 11:12 AM",95,,,
22698762,"October 17, 2023 10:57 AM",2,"October 17, 2023 11:00 AM",160,2,,
22698680,"October 17, 2023 10:55 AM",2,"October 17, 2023 10:55 AM",,,,
22698674,"October 17, 2023 10:55 AM",2,"October 17, 2023 10:55 AM",,,,
22698590,"October 17, 2023 10:53 AM",2,"October 17, 2023 11:15 AM",1349,1,,1
22698359,"October 17, 2023 10:47 AM",2,"October 17, 2023 10:47 AM",,,,
22697586,"October 17, 2023 10:25 AM",2,"October 17, 2023 10:26 AM",70,,,
22697363,"October 17, 2023 10:19 AM",2,"October 17, 2023 10:29 AM",631,2,,2
22697264,"October 17, 2023 10:16 AM",2,"October 17, 2023 10:16 AM",,,,
22696728,"October 17, 2023 9:59 AM",2,"October 17, 2023 10:12 AM",779,2,,1
22696528,"October 17, 2023 9:53 AM",2,"October 17, 2023 9:59 AM",405,1,1,
22695048,"October 17, 2023 9:03 AM",2,"October 17, 2023 9:03 AM",,,,
22695003,"October 17, 2023 9:01 AM",2,"October 17, 2023 9:01 AM",,,,
22694275,"October 17, 2023 8:27 AM",2,"October 17, 2023 8:27 AM",,,,
22694070,"October 17, 2023 8:16 AM",2,"October 17, 2023 8:16 AM",,,,
22693899,"October 17, 2023 8:07 AM",2,"October 17, 2023 8:07 AM",,,,
22693080,"October 17, 2023 7:08 AM",2,"October 17, 2023 7:14 AM",366,2,,
22691836,"October 17, 2023 5:11 AM",2,"October 17, 2023 5:11 AM",,,,
22690316,"October 17, 2023 2:37 AM",2,"October 17, 2023 2:37 AM",,,,
22690264,"October 17, 2023 2:32 AM",2,"October 17, 2023 2:32 AM",,,,
22684998,"October 16, 2023 9:21 PM",1,"October 16, 2023 9:21 PM",34,,,
22684986,"October 16, 2023 9:20 PM",1,"October 16, 2023 9:21 PM",25,,,
22684951,"October 16, 2023 9:18 PM",1,"October 16, 2023 9:20 PM",90,1,,
22684923,"October 16, 2023 9:17 PM",1,"October 16, 2023 9:17 PM",,,,
22683885,"October 16, 2023 8:29 PM",1,"October 16, 2023 8:29 PM",,,,
22682922,"October 16, 2023 7:47 PM",1,"October 16, 2023 7:47 PM",,,,
22681379,"October 16, 2023 6:52 PM",1,"October 16, 2023 6:52 PM",,,,
22680750,"October 16, 2023 6:22 PM",1,"October 16, 2023 6:34 PM",749,3,,1
22680659,"October 16, 2023 6:18 PM",1,"October 16, 2023 6:22 PM",208,1,,1
22678923,"October 16, 2023 5:19 PM",1,"October 16, 2023 5:19 PM",,,,
22678015,"October 16, 2023 4:58 PM",1,"October 16, 2023 5:03 PM",323,1,,1
22677913,"October 16, 2023 4:55 PM",1,"October 16, 2023 4:58 PM",194,1,,1
22677808,"October 16, 2023 4:52 PM",1,"October 16, 2023 4:52 PM",47,1,,
22677768,"October 16, 2023 4:51 PM",1,"October 16, 2023 4:54 PM",214,1,,1
22677382,"October 16, 2023 4:38 PM",1,"October 16, 2023 4:39 PM",20,,,
22677097,"October 16, 2023 4:31 PM",1,"October 16, 2023 4:31 PM",,,,
22676454,"October 16, 2023 4:11 PM",1,"October 16, 2023 4:36 PM",1481,2,,
22676369,"October 16, 2023 4:09 PM",1,"October 16, 2023 4:09 PM",,,,
22676347,"October 16, 2023 4:08 PM",1,"October 16, 2023 4:08 PM",,,,
22676266,"October 16, 2023 4:06 PM",1,"October 16, 2023 4:10 PM",252,,,
22675514,"October 16, 2023 3:46 PM",1,"October 16, 2023 3:46 PM",,,,
22675327,"October 16, 2023 3:41 PM",1,"October 16, 2023 3:41 PM",,,,
22674627,"October 16, 2023 3:24 PM",1,"October 16, 2023 3:24 PM",,,,
22674415,"October 16, 2023 3:19 PM",1,"October 16, 2023 3:20 PM",101,,,
22673944,"October 16, 2023 3:05 PM",1,"October 16, 2023 3:05 PM",,,,
22673444,"October 16, 2023 2:53 PM",1,"October 16, 2023 2:53 PM",,,,
22673395,"October 16, 2023 2:52 PM",1,"October 16, 2023 2:52 PM",,,,
22673136,"October 16, 2023 2:45 PM",1,"October 16, 2023 2:45 PM",,,,
22673126,"October 16, 2023 2:45 PM",1,"October 16, 2023 2:45 PM",,,,
22672925,"October 16, 2023 2:40 PM",1,"October 16, 2023 2:41 PM",27,,,
22672883,"October 16, 2023 2:39 PM",1,"October 16, 2023 2:40 PM",31,,,
22672384,"October 16, 2023 2:27 PM",1,"October 16, 2023 2:29 PM",93,1,,
22669313,"October 16, 2023 1:34 PM",1,"October 16, 2023 1:35 PM",21,,,
22669116,"October 16, 2023 1:29 PM",1,"October 16, 2023 1:30 PM",34,,,
22668901,"October 16, 2023 1:24 PM",1,"October 16, 2023 1:43 PM",1119,2,,
22665742,"October 16, 2023 12:10 PM",1,"October 16, 2023 12:23 PM",769,1,,1
22664410,"October 16, 2023 11:38 AM",1,"October 16, 2023 11:38 AM",38,,,
22664245,"October 16, 2023 11:33 AM",1,"October 16, 2023 11:33 AM",9,,,
22664159,"October 16, 2023 11:31 AM",1,"October 16, 2023 11:31 AM",,,,
22664043,"October 16, 2023 11:29 AM",1,"October 16, 2023 11:31 AM",138,1,,1
22662155,"October 16, 2023 10:41 AM",1,"October 16, 2023 10:41 AM",,,,
22662137,"October 16, 2023 10:55 AM",1,"October 16, 2023 10:55 AM",,,,
22661649,"October 16, 2023 10:28 AM",1,"October 16, 2023 10:48 AM",1181,1,,1
22661469,"October 16, 2023 10:23 AM",1,"October 16, 2023 10:24 AM",31,2,,
22661243,"October 16, 2023 10:17 AM",1,"October 16, 2023 10:55 AM",2260,3,,
22660736,"October 16, 2023 10:01 AM",1,"October 16, 2023 10:18 AM",990,2,,1
22660714,"October 16, 2023 10:00 AM",1,"October 16, 2023 10:00 AM",,,,
22660643,"October 19, 2023 12:44 PM",4,"October 19, 2023 12:51 PM",445,4,1,1
22660456,"October 16, 2023 9:53 AM",1,"October 16, 2023 9:53 AM",,,,
22660121,"October 16, 2023 9:43 AM",1,"October 16, 2023 9:43 AM",,,,
22659654,"October 16, 2023 9:27 AM",1,"October 16, 2023 9:27 AM",29,,,
22659610,"October 16, 2023 9:26 AM",1,"October 16, 2023 9:26 AM",,,,
22659510,"October 16, 2023 9:22 AM",1,"October 16, 2023 9:22 AM",,,,
22659479,"October 16, 2023 9:21 AM",1,"October 16, 2023 9:22 AM",23,1,,
22659393,"October 16, 2023 9:18 AM",1,"October 16, 2023 9:18 AM",,,,
22659383,"October 16, 2023 9:18 AM",1,"October 16, 2023 9:18 AM",39,3,,
22659205,"October 16, 2023 9:12 AM",1,"October 16, 2023 9:12 AM",,,,
22658791,"October 16, 2023 8:56 AM",1,"October 16, 2023 8:56 AM",,,,
22658584,"October 16, 2023 8:45 AM",1,"October 16, 2023 8:45 AM",24,1,,
22658424,"October 16, 2023 8:37 AM",1,"October 16, 2023 8:37 AM",,,,
22658256,"October 16, 2023 8:27 AM",1,"October 16, 2023 8:27 AM",,,,
22658216,"October 16, 2023 8:25 AM",1,"October 16, 2023 8:26 AM",23,,,
22657755,"October 16, 2023 7:56 AM",1,"October 16, 2023 7:56 AM",,,,
22657545,"October 16, 2023 7:41 AM",1,"October 16, 2023 8:01 AM",1174,1,,
22656957,"October 16, 2023 6:50 AM",1,"October 16, 2023 6:50 AM",,,,
22652306,"October 15, 2023 11:40 PM",,"October 15, 2023 11:40 PM",,,,
22651152,"October 15, 2023 10:26 PM",,"October 15, 2023 10:26 PM",,,,
22650534,"October 15, 2023 9:50 PM",,"October 15, 2023 9:50 PM",,,,
